timestamp,integral_dt,error_count,x,y,z,x_integral,y_integral,z_integral,temperature,range_m_s2,scaling,device_id,x_raw,y_raw,z_raw,temperature_raw
26648277,4000,0,0.37646782,0.37986863,-9.88918,0.004054649,-0.0049451836,-0.038032334,52.700832,156.9064,0.0047884034,1442850,35,186,-2102,6390
26752285,4008,0,-0.52174,0.91816443,-9.859192,0.0031757257,0.004163362,-0.036244947,52.720222,156.9064,0.0047884034,1442850,52,-787,-2063,6397
26852300,4017,0,0.006444552,0.9462674,-9.892191,0.00061830773,-0.0046531856,-0.03630388,52.74792,156.9064,0.0047884034,1442850,69,33,-1579,6407
26952291,4014,0,-0.33986914,-0.12656058,-9.888877,0.0048854155,0.00849814,-0.034319468,52.7036,156.9064,0.0047884034,1442850,-286,-689,-2143,6391
27056307,4030,0,-1.0695672,-2.4744775,-9.890617,0.0027565463,0.005992322,-0.03950581,52.722992,156.9064,0.0047884034,1442850,-471,-1240,-1582,6398
27156323,4046,0,-1.027244,-2.1916852,-9.644556,-0.005615525,-0.021418441,-0.03420522,52.7313,156.9064,0.0047884034,1442850,263,969,-2056,6401
27260285,4006,0,-0.9173195,-3.1065233,-10.066066,-0.0012542338,-0.008422021,-0.035015155,52.700832,156.9064,0.0047884034,1442850,70,-669,-2012,6390
27364277,4000,0,-0.19263098,-0.21517058,-9.8021555,0.009090159,0.019485245,-0.0335611,52.739613,156.9064,0.0047884034,1442850,-599,-1022,-1275,6404
27464292,4015,0,0.6204589,1.7861979,-9.570502,0.012069444,0.018152563,-0.03856271,52.761772,156.9064,0.0047884034,1442850,-201,-340,-2060,6412
27568277,3961,0,-0.81479174,-1.183783,-10.079454,-0.003949762,-0.0065798433,-0.035791464,52.736843,156.9064,0.0047884034,1442850,-11,20,-1218,6403
27668277,4000,0,1.3088877,0.61096823,-9.674153,0.008921102,-0.0049605845,-0.028601665,52.759003,156.9064,0.0047884034,1442850,93,-156,-1483,6411
27768277,3973,0,-1.1184703,-1.0044079,-10.009126,0.010686345,0.008079941,-0.041824512,52.76454,156.9064,0.0047884034,1442850,-837,-383,-1611,6413
27872277,3985,0,-0.7665347,-0.935558,-9.570201,0.014713095,0.022604588,-0.042385347,52.72576,156.9064,0.0047884034,1442850,-889,-1573,-1827,6399
27972246,3957,0,-0.5060186,0.6871106,-10.141005,0.014988955,0.00391891,-0.027514331,52.761772,156.9064,0.0047884034,1442850,-1274,462,-1242,6412
28072246,4000,0,0.9809074,1.15974,-9.801015,0.0037242416,0.029486133,-0.056810312,52.759003,156.9064,0.0047884034,1442850,223,-956,-1507,6411
28176252,4006,0,1.7137719,0.84881055,-9.276841,-0.0074766595,0.014893978,-0.035472803,52.753464,156.9064,0.0047884034,1442850,1236,-453,-3190,6409
28276245,3999,0,1.583455,-0.07744806,-9.331978,-0.011219081,0.018409975,-0.040636573,52.789474,156.9064,0.0047884034,1442850,1321,-713,-1980,6422
28380245,3999,0,-0.24612279,0.4061378,-9.301361,-0.017198358,-0.011144396,-0.04417422,52.759003,156.9064,0.0047884034,1442850,929,945,-2898,6411
28484252,3959,0,1.1078699,-0.11052411,-9.001858,-0.0074438276,0.0031278208,-0.033459518,52.756233,156.9064,0.0047884034,1442850,1102,-522,-3119,6410
28584290,4021,0,-0.5806847,0.10188889,-9.524699,0.014474573,-0.018773142,-0.018612612,52.781162,156.9064,0.0047884034,1442850,-799,726,-526,6419
28688330,4061,0,-3.2361176,-0.12939076,-9.151167,-0.022939783,-0.0036610633,-0.04920005,52.753464,156.9064,0.0047884034,1442850,-1243,-566,-3303,6409
28788269,4000,0,-0.2034803,0.1845176,-8.991084,-0.0074911276,-0.014652741,-0.018468328,52.76454,156.9064,0.0047884034,1442850,251,877,-1780,6413
28889076,4006,0,-2.9862056,0.00399966,-8.689097,0.026286937,0.0077919574,-0.064161874,52.772854,156.9064,0.0047884034,1442850,-3309,-908,-4371,6416
28989076,3999,0,2.0004103,0.6579359,-10.66857,-0.043954343,-0.0017988714,-0.028700665,52.76731,156.9064,0.0047884034,1442850,3421,191,-1242,6414
29093099,4030,0,0.9453882,0.16795151,-10.06239,-0.045937207,0.008774889,-0.06306557,52.778393,156.9064,0.0047884034,1442850,2948,-439,-2480,6418
29193096,4012,0,0.111398585,-0.08045782,-9.552638,0.047090083,0.004457215,-0.040632494,52.789474,156.9064,0.0047884034,1442850,-1113,-625,-2731,6422
29297071,3986,0,2.4656465,-0.37417352,-9.442936,-0.020453978,0.00075573334,-0.03061635,52.7867,156.9064,0.0047884034,1442850,3568,-319,-1655,6421
29397069,4000,0,-1.311599,-0.21253628,-8.784064,-0.023261726,0.008359924,-0.056211606,52.775623,156.9064,0.0047884034,1442850,-1590,-711,-3817,6417
29497845,4000,0,1.4397645,0.23765102,-10.529529,0.012679875,0.0011171524,-0.029450694,52.800552,156.9064,0.0047884034,1442850,1410,-465,-28,6426
29601852,4006,0,0.07868011,0.6007592,-10.4891205,0.014612382,-0.004872934,-0.04689996,52.789474,156.9064,0.0047884034,1442850,-436,-443,-2519,6422
29701852,4003,0,0.71976113,0.31170616,-10.095213,0.027004043,-0.008251809,-0.03986103,52.819942,156.9064,0.0047884034,1442850,193,61,-2377,6433
29801847,4001,0,0.838176,-0.09810634,-10.614595,-0.008812947,-0.007906666,-0.027271295,52.775623,156.9064,0.0047884034,1442850,1252,-131,-497,6417
29905845,4000,0,0.2584673,1.4714681,-10.68645,0.026315827,0.0033968245,-0.04718992,52.795013,156.9064,0.0047884034,1442850,261,44,-694,6424
30005868,3999,0,-0.0014005292,0.9668267,-10.1687765,-0.028584369,0.0087864185,-0.037223175,52.80332,156.9064,0.0047884034,1442850,1087,536,-2861,6427
30105869,3969,0,0.8931864,-0.46402583,-10.254197,0.006734633,-0.006926853,-0.033538945,52.817173,156.9064,0.0047884034,1442850,1876,259,-3075,6432
30210677,4796,0,0.72870797,-0.93425316,-9.191312,0.012237892,0.0020319847,-0.037687927,52.78393,156.9064,0.0047884034,1442850,1532,-1110,-958,6420
30310713,4036,0,-0.1555181,1.1119746,-9.887164,0.033060547,0.004020139,-0.019958593,52.761772,156.9064,0.0047884034,1442850,-1295,1262,607,6412
