timestamp,integral_dt,error_count,x,y,z,x_integral,y_integral,z_integral,temperature,range_m_s2,scaling,device_id,x_raw,y_raw,z_raw,temperature_raw
55789885,4007,0,0.10306076,0.4330367,-9.442592,0.0015951501,0.0040142937,-0.040713064,42.260387,156.9064,0.0047884034,1442850,293,-384,-2562,2621
55890649,4002,0,0.29179943,0.8243382,-9.934798,-0.0019388485,-0.0072787264,-0.038246315,42.238228,156.9064,0.0047884034,1442850,-169,33,-2012,2613
55990647,3995,0,0.11755834,0.9787467,-9.603658,0.0056848372,0.0103150215,-0.03588302,42.218838,156.9064,0.0047884034,1442850,-164,-798,-2404,2606
56094646,4000,0,-0.38680124,-0.3071937,-9.461691,0.0044474397,0.016330361,-0.03766294,42.243767,156.9064,0.0047884034,1442850,-344,-1589,-2726,2615
56195477,4001,0,-0.43276334,-0.831872,-9.557974,0.005734532,0.013162814,-0.044810444,42.240997,156.9064,0.0047884034,1442850,-404,-773,-2169,2614
56295470,3943,0,-0.027267177,-0.2877911,-9.860022,-0.00047837477,0.0068539353,-0.04051298,42.240997,156.9064,0.0047884034,1442850,-98,-117,-1626,2614
56399475,4005,0,0.33476612,1.056366,-9.780197,0.0007609055,0.00544958,-0.03919483,42.25485,156.9064,0.0047884034,1442850,126,-471,-1880,2619
56500294,4017,0,-0.019678496,0.59923273,-9.542632,-0.0050242925,-0.0048579387,-0.037358973,42.28809,156.9064,0.0047884034,1442850,303,430,-2088,2631
56600277,4007,0,-0.02045557,-0.5216481,-9.797611,0.004360517,0.012784689,-0.04537861,42.30748,156.9064,0.0047884034,1442850,-328,-509,-1379,2638
56704270,3993,0,-1.0928403,-1.0489364,-9.742993,-0.0010041145,-0.0062213065,-0.044323035,42.2687,156.9064,0.0047884034,1442850,-182,319,-1549,2624
56805071,4001,0,-0.21395022,-0.051884234,-9.565878,-0.011686864,-0.0075556,-0.029898852,42.29363,156.9064,0.0047884034,1442850,984,385,-2195,2633
56905070,4000,0,-0.98687303,0.7980012,-9.760136,-0.010911497,-0.018390836,-0.02118178,42.29086,156.9064,0.0047884034,1442850,404,1574,-2350,2632
