-9.92,78.45,0.78,02/May/2023 17:50:08
-9.85,78.45,0.80,02/May/2023 17:50:10
-9.87,78.45,0.81,02/May/2023 17:50:12
-9.87,78.45,0.79,02/May/2023 17:50:14
-9.89,78.45,0.82,02/May/2023 17:50:16
-9.91,78.45,0.82,02/May/2023 17:50:18
-9.90,78.45,0.81,02/May/2023 17:50:25
-9.84,78.45,0.85,02/May/2023 17:50:25
-9.79,78.45,0.85,02/May/2023 17:50:25
-9.83,78.45,0.82,02/May/2023 17:50:26
-9.90,78.45,0.81,02/May/2023 17:50:28
-9.89,78.45,0.86,02/May/2023 17:50:30
-9.84,78.45,0.80,02/May/2023 17:50:32
-9.85,78.45,0.84,02/May/2023 17:50:34
-9.88,78.45,0.80,02/May/2023 17:50:36
-9.89,78.45,0.80,02/May/2023 17:50:38
-9.90,78.45,0.81,02/May/2023 17:50:45
-9.92,78.45,0.79,02/May/2023 17:50:45
-9.80,78.45,0.83,02/May/2023 17:50:45
-9.82,78.45,0.81,02/May/2023 17:50:46
-9.84,78.45,0.87,02/May/2023 17:50:48
-9.91,78.45,0.83,02/May/2023 17:50:50
-9.97,78.45,0.81,02/May/2023 17:50:52
-9.87,78.45,0.82,02/May/2023 17:50:54
-9.89,78.45,0.78,02/May/2023 17:50:56
-9.88,78.45,0.79,02/May/2023 17:50:58
-9.92,78.45,0.83,02/May/2023 17:51:06
-9.90,78.45,0.83,02/May/2023 17:51:06
-9.82,78.45,0.87,02/May/2023 17:51:06
-9.80,78.45,0.86,02/May/2023 17:51:06
-9.81,78.45,0.83,02/May/2023 17:51:08
-9.77,78.45,0.84,02/May/2023 17:51:10
-9.80,78.45,0.83,02/May/2023 17:51:12
-9.83,78.45,0.89,02/May/2023 17:51:14
-9.81,78.45,0.87,02/May/2023 17:51:16
-9.78,78.45,0.85,02/May/2023 17:51:18
