timestamp,integral_dt,error_count,x,y,z,x_integral,y_integral,z_integral,temperature,range_m_s2,scaling,device_id,x_raw,y_raw,z_raw,temperature_raw
36659132,4038,0,0.22244701,0.562315,-9.697317,0.0018724485,0.003141567,-0.03971977,55.70637,156.9064,0.0047884034,1442826,23,-63,2027,7475
36759095,3995,0,-0.49872956,-0.08149557,-9.86509,-0.0032564686,0.0026572011,-0.04113271,55.74792,156.9064,0.0047884034,1442826,-260,15,2403,7490
36859108,4009,0,0.021432623,0.44798994,-9.735804,0.00015440136,0.003401341,-0.034869414,55.775623,156.9064,0.0047884034,1442826,-126,106,1911,7500
36963093,3973,0,-0.2862287,-1.2850182,-10.479017,0.00028460994,0.006133835,-0.042124677,55.76454,156.9064,0.0047884034,1442826,-462,-51,1948,7496
37063095,3960,0,0.24147391,-0.02439454,-9.892295,-0.0010170939,-0.02294958,-0.044262663,55.756233,156.9064,0.0047884034,1442826,1076,234,2430,7493
37163139,4045,0,0.6198462,2.5656922,-9.454158,0.00055423484,-0.0042752996,-0.042119324,55.792244,156.9064,0.0047884034,1442826,675,357,2565,7506
37267115,4016,0,0.11276771,1.0743079,-9.600117,-0.0044970387,-0.011623017,-0.039171368,55.792244,156.9064,0.0047884034,1442826,770,200,2152,7506
37371104,3973,0,-0.5406603,-1.3427917,-9.576783,-0.003184071,-0.0076084137,-0.040249534,55.80332,156.9064,0.0047884034,1442826,60,179,2018,7510
37471128,4034,0,-0.5691341,-1.0692216,-10.03258,0.0019803976,0.0033911248,-0.043378912,55.792244,156.9064,0.0047884034,1442826,-441,-462,2128,7506
37571100,4006,0,0.5245123,0.2742495,-10.20491,0.0077725225,0.010621678,-0.03880439,55.822716,156.9064,0.0047884034,1442826,-175,-128,1840,7517
37671100,3997,0,0.7844099,0.92723477,-9.435001,-0.0036910032,-0.0016649923,-0.03779638,55.839336,156.9064,0.0047884034,1442826,149,538,2076,7523
