timestamp,integral_dt,error_count,x,y,z,x_integral,y_integral,z_integral,temperature,range_m_s2,scaling,device_id,x_raw,y_raw,z_raw,temperature_raw
32060305,4007,0,0.105345346,0.5938913,-9.887441,0.003198851,0.0014631996,-0.03936126,67.831024,156.9064,0.0047884034,1442850,33,-56,-2212,11852
32160298,3992,0,-0.109755576,-0.044808965,-9.7971945,-0.0011246252,0.0067191245,-0.040980756,67.8421,156.9064,0.0047884034,1442850,4,-484,-2302,11856
32264315,4017,0,-0.37397426,0.25662422,-9.989846,-0.004679514,-0.0012575956,-0.037150085,67.80055,156.9064,0.0047884034,1442850,-46,220,-2338,11841
32364267,3934,0,-0.5576545,0.59093696,-9.611648,0.0008029376,0.01168376,-0.03839131,67.83933,156.9064,0.0047884034,1442850,-424,-725,-2348,11855
32468267,3994,0,-0.83707523,-2.3239114,-9.139352,-0.014264099,0.0020925382,-0.04114938,67.864265,156.9064,0.0047884034,1442850,253,-772,-2834,11864
32568299,4026,0,0.25037578,-0.86478317,-9.384487,-0.012664037,-0.012439223,-0.03732281,67.83379,156.9064,0.0047884034,1442850,1321,351,-2072,11853
32668290,4000,0,-0.08632651,-0.25517464,-9.890156,-0.009850463,-0.010104924,-0.044866484,67.81995,156.9064,0.0047884034,1442850,817,328,-1835,11848
32772290,4000,0,-0.80767924,-1.41662,-10.171383,-0.0010777225,0.000613095,-0.037420426,67.83933,156.9064,0.0047884034,1442850,-825,-616,-1530,11855
32872289,3992,0,0.0010095121,-0.3009046,-10.075734,-0.0063253297,0.01253196,-0.034662664,67.85319,156.9064,0.0047884034,1442850,-436,-470,-1542,11860
32972294,4003,0,0.7679056,1.322248,-9.809391,0.013538053,0.012268972,-0.04562407,67.83933,156.9064,0.0047884034,1442850,-20,-152,-2477,11855
33076320,4029,0,-0.38493457,-0.100039996,-10.26537,0.0014250159,-0.009899257,-0.043224722,67.825485,156.9064,0.0047884034,1442850,108,496,-1732,11850
33176291,4001,0,-0.7585072,-1.0058441,-9.956459,0.0009811751,-0.0031536613,-0.036543097,67.872574,156.9064,0.0047884034,1442850,-237,-381,-1351,11867
33276291,3994,0,0.4127951,0.38032436,-9.710064,0.010177422,0.0058769854,-0.037674822,67.867035,156.9064,0.0047884034,1442850,-70,-409,-2286,11865
33381897,4007,0,-0.2313083,-0.122446224,-10.098557,-0.015563604,-0.0064518587,-0.043055914,67.84487,156.9064,0.0047884034,1442850,520,352,-1547,11857
33481890,3993,0,-1.3701931,-0.86241907,-10.089026,0.0057210773,0.002393879,-0.037965972,67.88366,156.9064,0.0047884034,1442850,-404,-538,-1343,11871
